"","age","rater","group","stimulus","phase","day","sex","trial","effort","corr"
"2339","M48",2,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",3,0,1
"2340","M48",2,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,0,1
"2341","M48",2,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,1
"2342","M48",2,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,0,0
"2343","M48",2,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,1
"2344","M48",2,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,0,0
"2345","M48",3,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,1,0
"2346","M48",3,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",2,0,1
"2347","M48",3,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,1,1
"2348","M48",3,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,0
"2349","M48",3,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,1
"2350","M48",3,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",6,0,0
"2351","M48",3,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,0,1
"2352","M48",3,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,0,1
"2353","M48",4,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,1,0
"2354","M48",4,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",2,0,1
"2355","M48",4,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",3,0,1
"2356","M48",4,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,0,1
"2357","M48",4,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,1
"2358","M48",4,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,0,1
"2359","M48",4,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",7,1,0
"2360","M48",4,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,1,0
"2361","M48",5,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",1,0,1
"2362","M48",5,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,0,1
"2363","M48",5,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,0,0
"2364","M48",5,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,0,1
"2365","M48",5,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",5,1,0
"2366","M48",5,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,0,0
"2367","M48",5,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,0,1
"2368","M48",5,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2369","M48",6,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,1,0
"2370","M48",6,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,0,0
"2371","M48",6,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",3,0,1
"2372","M48",6,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,1,1
"2373","M48",6,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,1,0
"2374","M48",6,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",6,0,1
"2375","M48",6,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,1
"2376","M48",6,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2377","M48",7,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,0,1
"2378","M48",7,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,1,0
"2379","M48",7,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,1,0
"2380","M48",7,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,0,1
"2381","M48",7,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,1
"2382","M48",7,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",6,1,0
"2383","M48",7,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,1
"2384","M48",7,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2385","M48",8,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",1,1,0
"2386","M48",8,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,0,1
"2387","M48",8,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",3,0,1
"2388","M48",8,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,0,1
"2389","M48",8,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,0
"2390","M48",8,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,0,0
"2391","M48",8,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,1
"2392","M48",8,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2393","M48",9,"M48_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",1,0,1
"2394","M48",9,"M48_d1_S02_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,0,1
"2395","M48",9,"M48_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,0,1
"2396","M48",9,"M48_d1_S13_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,1,0
"2397","M48",9,"M48_d1_S02_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,1
"2398","M48",9,"M48_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",6,1,1
"2399","M48",9,"M48_d1_S13_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,1
"2400","M48",9,"M48_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,0,1
"2401","M72",1,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,0,1
"2402","M72",1,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,0,0
"2403","M72",1,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,0,1
"2404","M72",1,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,0
"2405","M72",1,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,1
"2406","M72",1,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,1,1
"2407","M72",1,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,1
"2408","M72",1,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2409","M72",1,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",9,1,0
"2410","M72",1,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",10,1,0
"2411","M72",1,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",11,1,0
"2412","M72",1,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,1,1
"2413","M72",10,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",1,1,1
"2414","M72",10,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",2,1,0
"2415","M72",10,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",3,0,1
"2416","M72",10,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,0
"2417","M72",10,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,1
"2418","M72",10,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",6,0,1
"2419","M72",10,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,0,1
"2420","M72",10,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,1,0
"2421","M72",10,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",9,0,1
"2422","M72",10,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,1,0
"2423","M72",10,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",11,1,0
"2424","M72",10,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,0,1
"2425","M72",11,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,0,1
"2426","M72",11,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",2,1,1
"2427","M72",11,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",3,0,1
"2428","M72",11,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,0
"2429","M72",11,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,1
"2430","M72",11,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,1,1
"2431","M72",11,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",7,1,1
"2432","M72",11,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2433","M72",11,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",9,0,0
"2434","M72",11,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,1,1
"2435","M72",11,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",11,1,0
"2436","M72",11,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,0,1
"2437","M72",13,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,0,0
"2438","M72",13,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,1,1
"2439","M72",13,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",3,1,1
"2440","M72",13,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,0
"2441","M72",13,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,1
"2442","M72",13,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,1,0
"2443","M72",13,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,0,1
"2444","M72",13,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,1,0
"2445","M72",13,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",9,0,0
"2446","M72",13,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",10,0,1
"2447","M72",13,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",11,1,0
"2448","M72",13,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",12,1,0
"2449","M72",2,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,0,0
"2450","M72",2,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",2,1,1
"2451","M72",2,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,1,1
"2452","M72",2,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,0,0
"2453","M72",2,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",5,0,0
"2454","M72",2,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",6,0,0
"2455","M72",2,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,0,0
"2456","M72",2,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",8,1,1
"2457","M72",2,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",9,1,1
"2458","M72",2,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,1,1
"2459","M72",2,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",11,0,1
"2460","M72",2,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,1,0
"2461","M72",3,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",1,0,0
"2462","M72",3,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",2,1,0
"2463","M72",3,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,1,0
"2464","M72",3,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",4,0,1
"2465","M72",3,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",5,1,0
"2466","M72",3,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",6,0,1
"2467","M72",3,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,1,1
"2468","M72",3,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,0,0
"2469","M72",3,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",9,1,0
"2470","M72",3,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,1,0
"2471","M72",3,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",11,1,0
"2472","M72",3,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,0,1
"2473","M72",4,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",1,0,1
"2474","M72",4,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,1,0
"2475","M72",4,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,0,1
"2476","M72",4,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,1
"2477","M72",4,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,1
"2478","M72",4,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",6,1,0
"2479","M72",4,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",7,1,0
"2480","M72",4,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,1,0
"2481","M72",4,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",9,0,1
"2482","M72",4,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",10,0,1
"2483","M72",4,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",11,0,1
"2484","M72",4,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",12,0,1
"2485","M72",5,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,0,1
"2486","M72",5,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",2,1,0
"2487","M72",5,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,0,1
"2488","M72",5,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",4,0,0
"2489","M72",5,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",5,1,0
"2490","M72",5,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,0,1
"2491","M72",5,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,0,1
"2492","M72",5,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,0,1
"2493","M72",5,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",9,1,0
"2494","M72",5,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",10,0,1
"2495","M72",5,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",11,0,0
"2496","M72",5,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",12,0,1
"2497","M72",6,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,1,0
"2498","M72",6,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",2,0,1
"2499","M72",6,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",3,1,1
"2500","M72",6,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",4,1,0
"2501","M72",6,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,1,0
"2502","M72",6,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",6,1,0
"2503","M72",6,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,1,0
"2504","M72",6,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",8,1,1
"2505","M72",6,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",9,0,1
"2506","M72",6,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,1,0
"2507","M72",6,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",11,0,1
"2508","M72",6,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",12,1,1
"2509","M72",7,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",1,1,0
"2510","M72",7,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,1,1
"2511","M72",7,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",3,1,1
"2512","M72",7,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,0,1
"2513","M72",7,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,1
"2514","M72",7,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",6,1,0
"2515","M72",7,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",7,1,0
"2516","M72",7,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",8,1,0
"2517","M72",7,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",9,0,0
"2518","M72",7,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,1,1
"2519","M72",7,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",11,0,1
"2520","M72",7,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,1,0
"2521","M72",8,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",1,0,1
"2522","M72",8,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,1,1
"2523","M72",8,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,0,1
"2524","M72",8,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,0,1
"2525","M72",8,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,0,1
"2526","M72",8,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",6,1,0
"2527","M72",8,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",7,1,0
"2528","M72",8,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",8,1,1
"2529","M72",8,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",9,0,1
"2530","M72",8,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",10,1,0
"2531","M72",8,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",11,0,1
"2532","M72",8,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",12,1,0
"2533","M72",9,"M72_d1_S11_f_KA_first.wmv","Comb","Uptake","Day1","f",1,1,1
"2534","M72",9,"M72_d1_S10_f_KA_first.wmv","Comb","Spontaneous","Day1","f",2,1,0
"2535","M72",9,"M72_d1_S07_f_KA_first.wmv","Comb","Spontaneous","Day1","f",3,1,1
"2536","M72",9,"M72_d1_S11_f_KA_first.wmv","Comb","Spontaneous","Day1","f",4,1,1
"2537","M72",9,"M72_d1_S05_f_KA_first.wmv","Comb","Spontaneous","Day1","f",5,1,1
"2538","M72",9,"M72_d1_S03_f_KA_first.wmv","Comb","Spontaneous","Day1","f",6,0,1
"2539","M72",9,"M72_d1_S10_f_KA_first.wmv","Comb","Uptake","Day1","f",7,0,0
"2540","M72",9,"M72_d1_S05_f_KA_first.wmv","Comb","Uptake","Day1","f",8,0,1
"2541","M72",9,"M72_d1_S06_f_KA_first.wmv","Comb","Uptake","Day1","f",9,0,1
"2542","M72",9,"M72_d1_S06_f_KA_first.wmv","Comb","Spontaneous","Day1","f",10,0,1
"2543","M72",9,"M72_d1_S07_f_KA_first.wmv","Comb","Uptake","Day1","f",11,0,1
"2544","M72",9,"M72_d1_S03_f_KA_first.wmv","Comb","Uptake","Day1","f",12,0,1
"2545","M48",1,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",1,0,1
"2546","M48",1,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",2,1,0
"2547","M48",1,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",3,0,1
"2548","M48",1,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",4,0,1
"2549","M48",1,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",5,1,0
"2550","M48",1,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",6,0,1
"2551","M48",1,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",7,0,0
"2552","M48",1,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",8,1,0
"2553","M48",10,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",1,1,0
"2554","M48",10,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",2,0,1
"2555","M48",10,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",3,0,1
"2556","M48",10,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",4,0,1
"2557","M48",10,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",5,1,1
"2558","M48",10,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",6,0,0
"2559","M48",10,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",7,0,1
"2560","M48",10,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",8,0,1
"2561","M48",11,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",1,0,1
"2562","M48",11,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",2,1,0
"2563","M48",11,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",3,0,0
"2564","M48",11,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",4,1,0
"2565","M48",11,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",5,1,1
"2566","M48",11,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",6,0,1
"2567","M48",11,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",7,0,1
"2568","M48",11,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",8,0,0
"2569","M48",13,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",1,0,1
"2570","M48",13,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",2,0,1
"2571","M48",13,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",3,0,1
"2572","M48",13,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",4,0,1
"2573","M48",13,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",5,0,1
"2574","M48",13,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",6,0,0
"2575","M48",13,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",7,1,0
"2576","M48",13,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",8,0,0
"2577","M48",2,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",1,1,0
"2578","M48",2,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",2,0,1
"2579","M48",2,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",3,0,0
"2580","M48",2,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",4,1,0
"2581","M48",2,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",5,0,0
"2582","M48",2,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",6,0,1
"2583","M48",2,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",7,0,1
"2584","M48",2,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",8,0,1
"2585","M48",3,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",1,0,1
"2586","M48",3,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",2,0,1
"2587","M48",3,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",3,0,1
"2588","M48",3,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",4,0,1
"2589","M48",3,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",5,1,0
"2590","M48",3,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",6,0,1
"2591","M48",3,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",7,0,0
"2592","M48",3,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",8,0,1
"2593","M48",4,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",1,0,1
"2594","M48",4,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",2,0,0
"2595","M48",4,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",3,0,1
"2596","M48",4,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",4,0,1
"2597","M48",4,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",5,1,1
"2598","M48",4,"M48_d1_S05_m_KA_first.wmv","Comb","Uptake","Day1","m",6,0,1
"2599","M48",4,"M48_d1_S01_m_KA_first.wmv","Comb","Spontaneous","Day1","m",7,0,1
"2600","M48",4,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",8,1,0
"2601","M48",5,"M48_d1_S15_m_KA_first.wmv","Comb","Spontaneous","Day1","m",1,1,0
"2602","M48",5,"M48_d1_S15_m_KA_first.wmv","Comb","Uptake","Day1","m",2,0,1
"2603","M48",5,"M48_d1_S01_m_KA_first.wmv","Comb","Uptake","Day1","m",3,1,0
"2604","M48",5,"M48_d1_S05_m_KA_first.wmv","Comb","Spontaneous","Day1","m",4,0,1
"2605","M48",5,"M48_d1_S06_m_KA_first.wmv","Comb","Spontaneous","Day1","m",5,1,1
"2606","M48",5,"M48_d1_S06_m_KA_first.wmv","Comb","Uptake","Day1","m",6,0,1
